id,part_number,name,description,category,subcategory,manufacturer,manufacturer_part_number,supplier_id,unit_of_measure,unit_cost,stock_quantity,reserved_quantity,min_stock_level,max_stock_level,reorder_point,reorder_quantity,lead_time_days,storage_location,bin_location,barcode,weight,dimensions,hazmat_classification,shelf_life_days,warranty_period_days,last_counted_date,abc_classification,usage_rate_monthly,ai_demand_forecast,ai_optimal_stock,price_history,supplier_alternates,compatible_assets,created_date,updated_date
239,TF-ELE-CAP-0239,SMC Capacitors 364,High-quality capacitors for industrial applications,Electronics,Capacitors,SMC,SMC35764,5,ROLL,1322.35,155,FALSE,155,18,180,36,54,11,Tool Crib,Tool Crib-C02,TF519449241418,,,,,,,C,6.46,{},,[],[],[],2025-09-28 13:39:07.704329,2025-09-28 18:39:07
240,TF-ELE-CAP-0240,Cognex Capacitors 695,High-quality capacitors for industrial applications,Electronics,Capacitors,Cognex,COG30200,3,GAL,1041.08,28,FALSE,28,5,55,11,16,17,Tool Crib,Tool Crib-B17,TF767866073105,,,,,,,C,4.87,{},,[],[],[],2025-09-28 13:39:07.704340,2025-09-28 18:39:07
241,TF-ELE-CAP-0241,Phoenix Contact Capacitors 445,High-quality capacitors for industrial applications,Electronics,Capacitors,Phoenix Contact,PHO59166,3,ROLL,304.03,101,FALSE,101,13,130,26,39,15,Chemical Storage,Chemical Storage-A05,TF905307120448,,,,,,,C,15.25,{},,[],[],[],2025-09-28 13:39:07.704352,2025-09-28 18:39:07
242,TF-ELE-CAP-0242,Cognex Capacitors 557,High-quality capacitors for industrial applications,Electronics,Capacitors,Cognex,COG52906,TRUE,ROLL,984.09,31,FALSE,31,5,58,11,17,17,Tool Crib,Tool Crib-C02,TF838705619745,,,,,,,C,7.37,{},,[],[],[],2025-09-28 13:39:07.704363,2025-09-28 18:39:07
243,TF-ELE-IND-0243,Honeywell Inductors 240,High-quality inductors for industrial applications,Electronics,Inductors,Honeywell,HON80823,2,EA,298.74,43,FALSE,43,7,75,15,22,9,Warehouse A-1,Warehouse A-1-A06,TF239649801682,,,,,,,C,5.67,{},,[],[],[],2025-09-28 13:39:07.704375,2025-09-28 18:39:07
244,TF-ELE-IND-0244,Parker Hannifin Inductors 360,High-quality inductors for industrial applications,Electronics,Inductors,Parker Hannifin,PAR10559,5,BOX,1898.46,25,FALSE,25,13,138,27,41,6,Tool Crib,Tool Crib-C05,TF374155003969,,,,,,,B,44.53,{},,[],[],[],2025-09-28 13:39:07.704387,2025-09-28 18:39:07
245,TF-ELE-IND-0245,Omron Inductors 273,High-quality inductors for industrial applications,Electronics,Inductors,Omron,OMR69122,3,ROLL,76.61,181,FALSE,181,19,196,39,58,10,Electronics Lab,Electronics Lab-C18,TF300248005520,,,,,,,C,9.59,{},,[],[],[],2025-09-28 13:39:07.704399,2025-09-28 18:39:07
246,TF-ELE-IND-0246,Keyence Inductors 444,High-quality inductors for industrial applications,Electronics,Inductors,Keyence,KEY98581,2,FT,992.06,18,FALSE,18,6,67,13,20,19,Electronics Lab,Electronics Lab-C13,TF112393933413,,,,,,,A,38.43,{},,[],[],[],2025-09-28 13:39:07.704410,2025-09-28 18:39:07
247,TF-ELE-IND-0247,Festo Inductors 942,High-quality inductors for industrial applications,Electronics,Inductors,Festo,FES13160,TRUE,LB,1542.66,21,FALSE,21,4,46,9,13,3,Warehouse B-1,Warehouse B-1-A02,TF610097594837,,,,,,,A,13.28,{},,[],[],[],2025-09-28 13:39:07.704426,2025-09-28 18:39:07
248,TF-ELE-DIO-0248,Allen-Bradley Diodes 901,High-quality diodes for industrial applications,Electronics,Diodes,Allen-Bradley,ALL55334,5,ROLL,329.87,9,FALSE,9,2,22,4,6,11,Electronics Lab,Electronics Lab-C08,TF542722567256,,,,,,,C,42.71,{},,[],[],[],2025-09-28 13:39:07.704439,2025-09-28 18:39:07
249,TF-ELE-DIO-0249,GE Diodes 691,High-quality diodes for industrial applications,Electronics,Diodes,GE,GE90103,TRUE,BOX,1674.86,82,FALSE,82,12,127,25,38,11,Maintenance Shop,Maintenance Shop-A07,TF548235346022,,,,,,,C,23.59,{},,[],[],[],2025-09-28 13:39:07.704451,2025-09-28 18:39:07
250,TF-ELE-DIO-0250,Johnson Controls Diodes 653,High-quality diodes for industrial applications,Electronics,Diodes,Johnson Controls,JOH97828,TRUE,EA,1247.32,48,FALSE,48,14,143,28,42,16,Tool Crib,Tool Crib-A14,TF923945992985,,,,,,,B,19.73,{},,[],[],[],2025-09-28 13:39:07.704463,2025-09-28 18:39:07
251,TF-ELE-DIO-0251,Pepperl+Fuchs Diodes 414,High-quality diodes for industrial applications,Electronics,Diodes,Pepperl+Fuchs,PEP55647,5,EA,921.98,125,FALSE,125,12,127,25,38,10,Warehouse A-1,Warehouse A-1-C18,TF748630713666,,,,,,,C,14.62,{},,[],[],[],2025-09-28 13:39:07.704474,2025-09-28 18:39:07
252,TF-ELE-DIO-0252,GE Diodes 962,High-quality diodes for industrial applications,Electronics,Diodes,GE,GE55351,TRUE,BOX,605.67,60,FALSE,60,11,113,22,33,20,Warehouse A-2,Warehouse A-2-C09,TF311273880364,,,,,,,C,49.6,{},,[],[],[],2025-09-28 13:39:07.704486,2025-09-28 18:39:07
253,TF-ELE-TRA-0253,Emerson Transistors 215,High-quality transistors for industrial applications,Electronics,Transistors,Emerson,EME23699,TRUE,FT,1643.38,97,FALSE,97,17,178,35,53,5,Warehouse A-1,Warehouse A-1-B08,TF249516083105,,,,,,,C,26.24,{},,[],[],[],2025-09-28 13:39:07.704498,2025-09-28 18:39:07
254,TF-ELE-TRA-0254,Allen-Bradley Transistors 744,High-quality transistors for industrial applications,Electronics,Transistors,Allen-Bradley,ALL32143,2,LB,1014.44,122,FALSE,122,14,145,29,43,14,Warehouse A-2,Warehouse A-2-C16,TF362879714455,,,,,,,C,10.6,{},,[],[],[],2025-09-28 13:39:07.704510,2025-09-28 18:39:07
255,TF-ELE-TRA-0255,Johnson Controls Transistors 832,High-quality transistors for industrial applications,Electronics,Transistors,Johnson Controls,JOH63627,3,BOX,1995.12,34,FALSE,34,5,53,10,15,19,Chemical Storage,Chemical Storage-B09,TF690426571540,,,,,,,C,13.51,{},,[],[],[],2025-09-28 13:39:07.704521,2025-09-28 18:39:07
256,TF-ELE-TRA-0256,Fanuc Transistors 868,High-quality transistors for industrial applications,Electronics,Transistors,Fanuc,FAN74079,5,EA,1748.93,96,FALSE,96,11,116,23,34,7,Tool Crib,Tool Crib-A06,TF975338663908,,,,,,,C,38.86,{},,[],[],[],2025-09-28 13:39:07.704533,2025-09-28 18:39:07
257,TF-ELE-TRA-0257,Fanuc Transistors 268,High-quality transistors for industrial applications,Electronics,Transistors,Fanuc,FAN47367,3,GAL,952.59,10,FALSE,10,6,69,13,20,8,Warehouse A-1,Warehouse A-1-A05,TF553753143410,,,,,,,A,22.18,{},,[],[],[],2025-09-28 13:39:07.704544,2025-09-28 18:39:07
258,TF-ELE-TRA-0258,GE Transistors 752,High-quality transistors for industrial applications,Electronics,Transistors,GE,GE84132,2,GAL,168.24,38,FALSE,38,15,158,31,47,17,Warehouse A-2,Warehouse A-2-B10,TF801788539855,,,,,,,A,26.99,{},,[],[],[],2025-09-28 13:39:07.704556,2025-09-28 18:39:07
259,TF-ELE-TRA-0259,Phoenix Contact Transistors 298,High-quality transistors for industrial applications,Electronics,Transistors,Phoenix Contact,PHO15040,TRUE,LB,1560.51,170,FALSE,170,18,186,37,55,3,Warehouse A-2,Warehouse A-2-C10,TF632831880617,,,,,,,C,8.27,{},,[],[],[],2025-09-28 13:39:07.704568,2025-09-28 18:39:07
260,TF-ELE-CON-0260,Allen-Bradley Connectors 630,High-quality connectors for industrial applications,Electronics,Connectors,Allen-Bradley,ALL33875,2,BOX,577.13,16,FALSE,16,10,109,21,32,8,Tool Crib,Tool Crib-C07,TF606593000878,,,,,,,A,9.8,{},,[],[],[],2025-09-28 13:39:07.704580,2025-09-28 18:39:07
261,TF-ELE-CON-0261,Keyence Connectors 827,High-quality connectors for industrial applications,Electronics,Connectors,Keyence,KEY80901,3,BOX,1658.28,64,FALSE,64,19,193,38,57,20,Electronics Lab,Electronics Lab-B19,TF760203528117,,,,,,,C,16.22,{},,[],[],[],2025-09-28 13:39:07.704592,2025-09-28 18:39:07
262,TF-ELE-CON-0262,Schneider Electric Connectors 958,High-quality connectors for industrial applications,Electronics,Connectors,Schneider Electric,SCH17015,2,ROLL,1892.69,48,FALSE,48,4,48,9,14,13,Maintenance Shop,Maintenance Shop-B08,TF473799139603,,,,,,,B,14.26,{},,[],[],[],2025-09-28 13:39:07.704605,2025-09-28 18:39:07
263,TF-ELE-DIS-0263,Cognex Displays 941,High-quality displays for industrial applications,Electronics,Displays,Cognex,COG47207,3,BOX,1762.64,28,FALSE,28,8,85,17,25,17,Warehouse A-1,Warehouse A-1-C18,TF581755976406,,,,,,,B,48.06,{},,[],[],[],2025-09-28 13:39:07.704617,2025-09-28 18:39:07
264,TF-ELE-DIS-0264,GE Displays 353,High-quality displays for industrial applications,Electronics,Displays,GE,GE75355,3,BOX,1718.72,73,FALSE,73,13,132,26,39,12,Electronics Lab,Electronics Lab-A17,TF254095514704,,,,,,,B,20.62,{},,[],[],[],2025-09-28 13:39:07.704629,2025-09-28 18:39:07
265,TF-ELE-DIS-0265,Schneider Electric Displays 275,High-quality displays for industrial applications,Electronics,Displays,Schneider Electric,SCH84677,2,LB,693.71,69,FALSE,69,10,100,20,30,10,Warehouse B-2,Warehouse B-2-B16,TF810919690924,,,,,,,C,35.12,{},,[],[],[],2025-09-28 13:39:07.704640,2025-09-28 18:39:07
266,TF-ELE-DIS-0266,SMC Displays 603,High-quality displays for industrial applications,Electronics,Displays,SMC,SMC74240,2,LB,1470.08,31,FALSE,31,4,42,8,12,6,Electronics Lab,Electronics Lab-C15,TF308224480656,,,,,,,B,21.88,{},,[],[],[],2025-09-28 13:39:07.704652,2025-09-28 18:39:07
267,TF-ELE-DIS-0267,Mitsubishi Displays 583,High-quality displays for industrial applications,Electronics,Displays,Mitsubishi,MIT40649,2,GAL,988.73,16,FALSE,16,13,133,26,39,15,Warehouse B-1,Warehouse B-1-B09,TF516116306169,,,,,,,B,6.44,{},,[],[],[],2025-09-28 13:39:07.704664,2025-09-28 18:39:07
268,TF-ELE-DIS-0268,Omron Displays 592,High-quality displays for industrial applications,Electronics,Displays,Omron,OMR56147,3,FT,770.21,47,FALSE,47,7,72,14,21,19,Warehouse B-2,Warehouse B-2-A03,TF747375333323,,,,,,,C,22.8,{},,[],[],[],2025-09-28 13:39:07.704675,2025-09-28 18:39:07
269,TF-ELE-DIS-0269,Fanuc Displays 775,High-quality displays for industrial applications,Electronics,Displays,Fanuc,FAN43842,4,GAL,702.1,131,FALSE,131,18,182,36,54,13,Tool Crib,Tool Crib-B13,TF988488766855,,,,,,,C,15.29,{},,[],[],[],2025-09-28 13:39:07.704687,2025-09-28 18:39:07
270,TF-ELE-MEM-0270,Johnson Controls Memory Modules 188,High-quality memory modules for industrial applications,Electronics,Memory Modules,Johnson Controls,JOH75269,4,FT,1015.37,31,FALSE,31,8,89,17,26,3,Chemical Storage,Chemical Storage-A13,TF564030515379,,,,,,,C,38.7,{},,[],[],[],2025-09-28 13:39:07.704699,2025-09-28 18:39:07
271,TF-ELE-MEM-0271,Bosch Rexroth Memory Modules 323,High-quality memory modules for industrial applications,Electronics,Memory Modules,Bosch Rexroth,BOS11787,3,GAL,1317.65,91,FALSE,91,13,132,26,39,9,Chemical Storage,Chemical Storage-B02,TF934488104740,,,,,,,B,42.12,{},,[],[],[],2025-09-28 13:39:07.704711,2025-09-28 18:39:07
272,TF-ELE-MEM-0272,Johnson Controls Memory Modules 987,High-quality memory modules for industrial applications,Electronics,Memory Modules,Johnson Controls,JOH46925,3,GAL,311.79,80,FALSE,80,10,104,20,31,20,Tool Crib,Tool Crib-A01,TF300205711413,,,,,,,C,17.72,{},,[],[],[],2025-09-28 13:39:07.704723,2025-09-28 18:39:07
273,TF-ELE-MEM-0273,Cognex Memory Modules 253,High-quality memory modules for industrial applications,Electronics,Memory Modules,Cognex,COG35867,3,BOX,391.56,16,FALSE,16,2,25,5,7,14,Warehouse A-2,Warehouse A-2-B06,TF648555842601,,,,,,,C,40.31,{},,[],[],[],2025-09-28 13:39:07.704735,2025-09-28 18:39:07
274,TF-ELE-MEM-0274,ABB Memory Modules 177,High-quality memory modules for industrial applications,Electronics,Memory Modules,ABB,ABB69342,2,EA,1590.76,44,FALSE,44,14,140,28,42,18,Warehouse B-1,Warehouse B-1-C12,TF617886990088,,,,,,,A,25.24,{},,[],[],[],2025-09-28 13:39:07.704749,2025-09-28 18:39:07
275,TF-ELE-MEM-0275,Festo Memory Modules 810,High-quality memory modules for industrial applications,Electronics,Memory Modules,Festo,FES89353,5,ROLL,79.13,33,FALSE,33,4,45,9,13,21,Tool Crib,Tool Crib-B09,TF369129726660,,,,,,,B,35.21,{},,[],[],[],2025-09-28 13:39:07.704761,2025-09-28 18:39:07
276,TF-ELE-MEM-0276,Phoenix Contact Memory Modules 663,High-quality memory modules for industrial applications,Electronics,Memory Modules,Phoenix Contact,PHO13214,4,GAL,732.63,15,FALSE,15,5,51,10,15,7,Chemical Storage,Chemical Storage-B14,TF979291462957,,,,,,,C,18.03,{},,[],[],[],2025-09-28 13:39:07.704773,2025-09-28 18:39:07
277,TF-ELE-MEM-0277,Festo Memory Modules 307,High-quality memory modules for industrial applications,Electronics,Memory Modules,Festo,FES68246,5,GAL,138.4,42,FALSE,42,15,152,30,45,20,Tool Crib,Tool Crib-A09,TF724504593076,,,,,,,C,28.05,{},,[],[],[],2025-09-28 13:39:07.704785,2025-09-28 18:39:07
